Date,rv5
2010-08-02,5.2437061310032016e-05
2010-08-03,2.2676288245653692e-05
2010-08-04,2.2475909976561355e-05
2010-08-05,2.3826264749049447e-05
2010-08-06,0.00010147316205697486
2010-08-09,1.9813179957066445e-05
2010-08-10,9.580542923581189e-05
2010-08-11,9.160794709846184e-05
2010-08-12,4.149405391658344e-05
2010-08-13,1.950564618784186e-05
2010-08-16,7.325956215268516e-05
2010-08-17,0.00010907843595310277
2010-08-18,8.078863768288466e-05
2010-08-19,0.00010988413101487318
2010-08-20,5.481150614975828e-05
2010-08-23,7.894590753602147e-05
2010-08-24,7.827614695077046e-05
2010-08-25,0.000159405482290197
2010-08-26,8.740594508699457e-05
2010-08-27,0.00021262052019688357
2010-08-30,4.142156294021996e-05
2010-08-31,9.046398569640968e-05
2010-09-01,0.00012096089088094202
2010-09-02,1.0805946003361694e-05
2010-09-03,1.662271884222757e-05
2010-09-07,1.7333859019312434e-05
2010-09-08,3.5653592835581365e-05
2010-09-09,3.109894945021699e-05
2010-09-10,1.1933217342270421e-05
2010-09-13,2.152095583189776e-05
2010-09-14,5.516793232112949e-05
2010-09-15,4.5973333084424885e-05
2010-09-16,1.6905650035843683e-05
2010-09-17,3.197817733110439e-05
2010-09-20,5.151466478333925e-05
2010-09-21,5.5883679582917094e-05
2010-09-22,5.51480609383853e-05
2010-09-23,6.462456436711112e-05
2010-09-24,2.822071712808319e-05
2010-09-27,1.1519196431128339e-05
2010-09-28,0.00011463007373371436
2010-09-29,2.5543732782653058e-05
2010-09-30,0.00016228429471915672
2010-10-01,4.292868014895372e-05
2010-10-04,8.343659296903602e-05
2010-10-05,6.626432880526008e-05
2010-10-06,2.0833459235817307e-05
2010-10-07,5.438706253170849e-05
2010-10-08,4.150299776332084e-05
2010-10-11,1.6330989372313688e-05
2010-10-12,9.645407467568764e-05
2010-10-13,4.8605335558132e-05
2010-10-14,4.943705674451152e-05
2010-10-15,7.144291480933947e-05
2010-10-18,2.6085257885516065e-05
2010-10-19,8.545343081393681e-05
2010-10-20,5.835843988855667e-05
2010-10-21,0.00011962156787069167
2010-10-22,6.929201260797837e-06
2010-10-25,4.564060210346941e-05
2010-10-26,3.137431437737731e-05
2010-10-27,5.25913494711567e-05
2010-10-28,5.5041432078094194e-05
2010-10-29,1.1759372477693775e-05
2010-11-01,0.00011660253759147801
2010-11-02,1.3756250025122991e-05
2010-11-03,7.189863474792419e-05
2010-11-04,4.304533688554292e-05
2010-11-05,9.814754262269599e-06
2010-11-08,1.652567647357249e-05
2010-11-09,8.099729812268054e-05
2010-11-10,6.272734133996297e-05
2010-11-11,4.0959035519441635e-05
2010-11-12,6.736260764487388e-05
2010-11-15,3.4610887558233556e-05
2010-11-16,9.514057001316152e-05
2010-11-17,2.1505634508303725e-05
2010-11-18,5.0609640197086434e-05
2010-11-19,3.533497236117894e-05
2010-11-22,7.258146931118262e-05
2010-11-23,4.862638312906569e-05
2010-11-24,2.0000633116873392e-05
2010-11-26,1.2277457419480229e-05
2010-11-29,9.933650351241712e-05
2010-11-30,6.145097205759147e-05
2010-12-01,5.1700665095746824e-05
2010-12-02,2.032845805818722e-05
2010-12-03,1.9762349275961877e-05
2010-12-06,8.648854468255252e-06
2010-12-07,4.2931482048843035e-05
2010-12-08,2.693948239367609e-05
2010-12-09,1.830861474920258e-05
2010-12-10,9.17035839076163e-06
2010-12-13,1.2138972858358002e-05
2010-12-14,2.2950086768596227e-05
2010-12-15,2.3989653727876435e-05
2010-12-16,2.8021978687205037e-05
2010-12-17,1.1401924380758836e-05
2010-12-20,2.3892872265040922e-05
2010-12-21,6.4244758137806775e-06
2010-12-22,2.5457114678165595e-06
2010-12-23,6.388110924178734e-06
2010-12-27,1.330463317426675e-05
2010-12-28,4.1934985767169385e-06
2010-12-29,4.346992577120017e-06
2010-12-30,6.587289083975315e-06
2010-12-31,8.206909546394141e-06
2011-01-03,5.8159799800888966e-05
2011-01-04,3.900981620362868e-05
2011-01-05,3.2126510295389756e-05
2011-01-06,1.703167295268497e-05
2011-01-07,6.902954664222983e-05
2011-01-10,2.689338378100406e-05
2011-01-11,1.7090332580986535e-05
2011-01-12,1.331238519846746e-05
2011-01-13,1.08237125656292e-05
2011-01-14,1.855970715760686e-05
2011-01-18,9.661605590388659e-06
2011-01-19,3.729018583484387e-05
2011-01-20,4.4713819476721795e-05
2011-01-21,2.521371040645512e-05
2011-01-24,1.3714253173670983e-05
2011-01-25,2.9281693778315792e-05
2011-01-26,1.2968877030163939e-05
2011-01-27,1.3106672457041376e-05
2011-01-28,0.00010248034496874618
2011-01-31,1.2869929024444974e-05
2011-02-01,3.722774563580577e-05
2011-02-02,6.507507967943583e-06
2011-02-03,5.169884764339596e-05
2011-02-04,2.2145591703380444e-05
2011-02-07,2.3289472202675304e-05
2011-02-08,1.4944585960668124e-05
2011-02-09,2.6168296684829106e-05
2011-02-10,3.202044600772284e-05
2011-02-11,3.752108747414218e-05
2011-02-14,7.569013636942334e-06
2011-02-15,8.330011539375319e-06
2011-02-16,8.363270282257863e-06
2011-02-17,2.294149669779325e-05
2011-02-18,8.35759650078107e-06
2011-02-22,8.022269518909817e-05
2011-02-23,8.388849782637616e-05
2011-02-24,8.147397403168762e-05
2011-02-25,1.579337325581882e-05
2011-02-28,1.5275584571989792e-05
2011-03-01,8.273416429853539e-05
2011-03-02,3.737542012461238e-05
2011-03-03,3.684967474265506e-05
2011-03-04,7.767183644233419e-05
2011-03-07,0.000126744504171345
2011-03-08,7.701259813864864e-05
2011-03-09,3.446018509792367e-05
2011-03-10,3.9561262150762384e-05
2011-03-11,5.221125939651308e-05
2011-03-14,6.0331190262012887e-05
2011-03-15,0.00021983980505822543
2011-03-16,0.00019473397523584097
2011-03-17,5.717239849374052e-05
2011-03-18,4.754991379605124e-05
2011-03-21,4.251362760713407e-05
2011-03-22,8.465500919058577e-06
2011-03-23,7.452496778454614e-05
2011-03-24,3.576815076263368e-05
2011-03-25,2.2693086570098327e-05
2011-03-28,2.017153065744151e-05
2011-03-29,3.5783568534299316e-05
2011-03-30,1.8629226096030828e-05
2011-03-31,5.806685577990517e-06
2011-04-01,2.0705742544675547e-05
2011-04-04,1.6323296843549032e-05
2011-04-05,1.8718393233050596e-05
2011-04-06,1.9239317345377766e-05
2011-04-07,4.1805654539820236e-05
2011-04-08,6.310818116955978e-05
2011-04-11,4.129731749976832e-05
2011-04-12,3.124080899354868e-05
2011-04-13,4.270587892555281e-05
2011-04-14,5.7626273209378745e-05
2011-04-15,1.846862624160538e-05
2011-04-18,8.708541435724254e-05
2011-04-19,1.2356613101294117e-05
2011-04-20,2.4334202874061447e-05
2011-04-21,2.3596205842494884e-06
2011-04-25,9.605901552560537e-06
2011-04-26,2.1806709501987592e-05
2011-04-27,3.698520599142348e-05
2011-04-28,8.650515895071158e-06
2011-04-29,6.785052262749474e-06
2011-05-02,3.529291956131567e-05
2011-05-03,3.282277857256649e-05
2011-05-04,4.1433027528951715e-05
2011-05-05,8.127527331611556e-05
2011-05-06,9.748772510327606e-05
2011-05-09,2.4343682486637304e-05
2011-05-10,1.7186577105733706e-05
2011-05-11,5.8161622043809915e-05
2011-05-12,8.217045895165013e-05
2011-05-13,5.575823666123205e-05
2011-05-16,6.576201068178541e-05
2011-05-17,3.86135285718834e-05
2011-05-18,3.318931594604019e-05
2011-05-19,3.0086109427797173e-05
2011-05-20,1.9487846558755576e-05
2011-05-23,6.223510418960378e-05
2011-05-24,2.7443612743125107e-05
2011-05-25,5.307463597782942e-05
2011-05-26,5.129870575170441e-05
2011-05-27,1.6128851016178092e-05
2011-05-31,1.2624587230300193e-05
2011-06-01,7.534123495357982e-05
2011-06-02,4.424001037087986e-05
2011-06-03,2.9410001979162607e-05
2011-06-06,2.642505377455102e-05
2011-06-07,3.9130299606559675e-05
2011-06-08,2.2103713637082233e-05
2011-06-09,4.653835631286038e-05
2011-06-10,5.309401167594929e-05
2011-06-13,4.013893137258829e-05
2011-06-14,6.731198213346305e-05
2011-06-15,8.802939440327857e-05
2011-06-16,7.918134534507029e-05
2011-06-17,4.550700180060627e-05
2011-06-20,3.976397318443219e-05
2011-06-21,4.297949068348996e-05
2011-06-22,2.5689931633025266e-05
2011-06-23,0.00017103264382729185
2011-06-24,3.507502554448038e-05
2011-06-27,6.0387973214291365e-05
2011-06-28,1.9843754857473396e-05
2011-06-29,1.9582086624677703e-05
2011-06-30,2.159119061218284e-05
2011-07-01,6.835290400136006e-05
2011-07-05,1.1506135804381102e-05
2011-07-06,2.7533448603140084e-05
2011-07-07,3.8800730981361305e-05
2011-07-08,8.104459233570078e-05
2011-07-11,8.078566826361043e-05
2011-07-12,4.70047274004202e-05
2011-07-13,8.046970185533807e-05
2011-07-14,0.00010205245124078635
2011-07-15,1.822215244705351e-05
2011-07-18,9.27175073880343e-05
2011-07-19,4.176561611672615e-05
2011-07-20,1.1307753110275951e-05
2011-07-21,5.619824151271509e-05
2011-07-22,2.2942477667488088e-05
2011-07-25,3.870816894833347e-05
2011-07-26,1.5913008304340324e-05
2011-07-27,7.034023635413806e-05
2011-07-28,8.213562370535831e-05
2011-07-29,0.00012145281934142952
2011-08-01,0.00031239823447043235
2011-08-02,7.489005955669734e-05
2011-08-03,0.00021882536042635282
2011-08-04,0.0002937551644020764
2011-08-05,0.0008788684915323049
2011-08-08,0.0005399682015254268
2011-08-09,0.0011646751836974934
2011-08-10,0.0003376125191857203
2011-08-11,0.0008129826864195435
2011-08-12,0.00011042588911264916
2011-08-15,5.260138950709026e-05
2011-08-16,0.0001620588047069921
2011-08-17,0.000202791204688106
2011-08-18,0.0005928066106309197
2011-08-19,0.0003208877401644177
2011-08-22,0.0002317716045098219
2011-08-23,0.00012555618515357902
2011-08-24,0.00011450808969731694
2011-08-25,0.00036459158356057377
2011-08-26,0.0006740038235415965
2011-08-29,8.702067929011005e-05
2011-08-30,0.0002002304081343164
2011-08-31,0.00014420446109925466
2011-09-01,0.00016180854110778883
2011-09-02,0.0001495261719079644
2011-09-06,0.00040622613045746025
2011-09-07,8.737423914833387e-05
2011-09-08,0.00011591789222140512
2011-09-09,0.000229038102336869
2011-09-12,0.00024268827817268402
2011-09-13,0.0001022040446851155
2011-09-14,0.0004968601294579173
2011-09-15,3.058965655522111e-05
2011-09-16,7.065487444439118e-05
2011-09-19,0.00021419751108188857
2011-09-20,0.00012286750335052261
2011-09-21,0.00019727727251944607
2011-09-22,0.0006164403749050894
2011-09-23,0.00014444635050434495
2011-09-26,0.00021838902405630348
2011-09-27,0.0003394489533341499
2011-09-28,0.0002628276181368878
2011-09-29,0.0004601072630997914
2011-09-30,7.218435465784645e-05
2011-10-03,0.0003236234026886169
2011-10-04,0.0008276218891530537
2011-10-05,0.0002409621408422432
2011-10-06,0.0002277907459280308
2011-10-07,0.00013954987966382262
2011-10-10,0.00011142349837577303
2011-10-11,4.982251103019578e-05
2011-10-12,0.00016556818253635785
2011-10-13,9.620514337235158e-05
2011-10-14,2.797939235212629e-05
2011-10-17,8.244596067157164e-05
2011-10-18,0.0004301882949689919
2011-10-19,0.0001353367735055515
2011-10-20,0.000160742981354483
2011-10-21,5.141486596928064e-05
2011-10-24,4.2616006835575935e-05
2011-10-25,8.558002814387802e-05
2011-10-26,0.00016732201803086429
2011-10-27,0.00033823184734914
2011-10-28,3.0732998806757235e-05
2011-10-31,7.356100760079579e-05
2011-11-01,0.00014492189462751785
2011-11-02,8.692549369050602e-05
2011-11-03,0.00012881018270479683
2011-11-04,0.00013943004232889084
2011-11-07,0.0001248868011374064
2011-11-08,0.00010613126841614251
2011-11-09,0.0002297722076548196
2011-11-10,8.618526058230049e-05
2011-11-11,9.079415682229874e-05
2011-11-14,5.797969509026131e-05
2011-11-15,0.00011682898052484689
2011-11-16,7.564966673340034e-05
2011-11-17,0.00016028018706086916
2011-11-18,4.9725050171164175e-05
2011-11-21,0.00022973733514683513
2011-11-22,7.460389872441985e-05
2011-11-23,5.439224351820224e-05
2011-11-25,6.997102526979453e-05
2011-11-28,0.0002182875569844384
2011-11-29,4.723405142958683e-05
2011-11-30,0.00019725270071975552
2011-12-01,4.024984488613819e-05
2011-12-02,8.855987950630449e-05
2011-12-05,0.00011901524023438285
2011-12-06,5.286561660439523e-05
2011-12-07,0.00015507143067054597
2011-12-08,0.00010376575868669097
2011-12-09,7.494805672907872e-05
2011-12-12,0.0001649369275905028
2011-12-13,0.0002723662096979914
2011-12-14,3.8849683376968823e-05
2011-12-15,5.770334193568479e-05
2011-12-16,8.054138203476858e-05
2011-12-19,0.00011294851469957466
2011-12-20,0.0001325070787898713
2011-12-21,7.775346957922219e-05
2011-12-22,1.6181643623009316e-05
2011-12-23,9.841756990272552e-06
2011-12-27,1.5556758899086047e-05
2011-12-28,3.316987297714675e-05
2011-12-29,1.7117477332091095e-05
2011-12-30,7.324287523764742e-06
2012-01-03,0.00012556931629555042
2012-01-04,3.4824652240697566e-05
2012-01-05,9.413743438003598e-05
2012-01-06,1.9834990261276655e-05
2012-01-09,1.4993876406670225e-05
2012-01-10,4.426809456954694e-05
2012-01-11,2.1114441178597925e-05
2012-01-12,3.450951396504657e-05
2012-01-13,8.22352997125526e-05
2012-01-17,4.5821245856470626e-05
2012-01-18,3.950543405831127e-05
2012-01-19,6.7092069589117235e-06
2012-01-20,1.101997550118431e-05
2012-01-23,4.4202655183377266e-05
2012-01-24,2.812860665520999e-05
2012-01-25,9.261627775270271e-05
2012-01-26,9.908341110096759e-05
2012-01-27,1.926445758113605e-05
2012-01-30,6.951009382194953e-05
2012-01-31,6.246352057058969e-05
2012-02-01,6.337516869246972e-05
2012-02-02,1.615532065858001e-05
2012-02-03,2.6899245375857207e-05
2012-02-06,1.300949211984205e-05
2012-02-07,4.763715565406902e-05
2012-02-08,2.0776869676669884e-05
2012-02-09,2.4950439534836224e-05
2012-02-10,3.751417014849558e-05
2012-02-13,1.298458620486761e-05
2012-02-14,3.0115764416252338e-05
2012-02-15,5.114384534553364e-05
2012-02-16,3.6470821459512854e-05
2012-02-17,8.153372142199751e-06
2012-02-21,2.486154173099642e-05
2012-02-22,9.77874219240914e-06
2012-02-23,3.142883237501261e-05
2012-02-24,6.907911636846435e-06
2012-02-27,7.673464392974537e-05
2012-02-28,9.120303272997235e-06
2012-02-29,4.510889552985603e-05
2012-03-01,1.4250336262646928e-05
2012-03-02,1.3426532502499408e-05
2012-03-05,2.366863200454595e-05
2012-03-06,6.57528679208194e-05
2012-03-07,1.792774400668617e-05
2012-03-08,3.298024083846644e-05
2012-03-09,1.561916516138837e-05
2012-03-12,1.072452428904064e-05
2012-03-13,3.6530646870300114e-05
2012-03-14,2.240195109744368e-05
2012-03-15,1.079373183687427e-05
2012-03-16,4.420626946374065e-06
2012-03-19,2.7676011962367685e-05
2012-03-20,3.276873657116766e-05
2012-03-21,1.146391016879048e-05
2012-03-22,3.125062107559282e-05
2012-03-23,3.532417437930102e-05
2012-03-26,2.230582898469858e-05
2012-03-27,9.800351108689897e-06
2012-03-28,5.902196932773634e-05
2012-03-29,4.802800453450595e-05
2012-03-30,1.7474400275821148e-05
2012-04-02,5.878049179144443e-05
2012-04-03,4.583295492957594e-05
2012-04-04,5.260981257005719e-05
2012-04-05,1.9195675590374607e-05
2012-04-09,4.928764120108021e-05
2012-04-10,6.047982689418877e-05
2012-04-11,4.655979028617102e-05
2012-04-12,2.6745689144628938e-05
2012-04-13,2.1811749651642437e-05
2012-04-16,5.402421138564983e-05
2012-04-17,4.972937557012826e-05
2012-04-18,8.2014640049797e-06
2012-04-19,9.316445030197423e-05
2012-04-20,2.8025008796798905e-05
2012-04-23,7.647559097949315e-05
2012-04-24,1.5211231093705528e-05
2012-04-25,2.726568658397479e-05
2012-04-26,3.907198664609647e-05
2012-04-27,2.016821313602303e-05
2012-04-30,1.6281038801304525e-05
2012-05-01,8.467961943515567e-05
2012-05-02,3.2228187679051e-05
2012-05-03,3.003949950501791e-05
2012-05-04,4.384523326948e-05
2012-05-07,2.6393832193165022e-05
2012-05-08,0.00011808028028666877
2012-05-09,0.0001002932025107989
2012-05-10,3.206536136649982e-05
2012-05-11,7.165094769974943e-05
2012-05-14,2.5569608867474517e-05
2012-05-15,6.360597515149801e-05
2012-05-16,7.335825045612428e-05
2012-05-17,4.451585977377902e-05
2012-05-18,9.896879190492775e-05
2012-05-21,3.2132272093013603e-05
2012-05-22,9.772860180802576e-05
2012-05-23,0.00016892230804719442
2012-05-24,5.275526270579065e-05
2012-05-25,2.657394399904829e-05
2012-05-29,3.279254816361782e-05
2012-05-30,4.92685166408572e-05
2012-05-31,0.00012496468057375645
2012-06-01,8.421412261148197e-05
2012-06-04,7.692250976600888e-05
2012-06-05,4.134219816601594e-05
2012-06-06,5.8602846021608664e-05
2012-06-07,7.649966518388149e-05
2012-06-08,6.861945896612178e-05
2012-06-11,0.0001583333282155391
2012-06-12,4.1755736678614434e-05
2012-06-13,6.230380198201468e-05
2012-06-14,6.42271084507217e-05
2012-06-15,1.5584695274133106e-05
2012-06-18,5.1426585260634544e-05
2012-06-19,5.806406598521043e-05
2012-06-20,6.119148756281658e-05
2012-06-21,0.0001261777930509495
2012-06-22,2.1843845896292754e-05
2012-06-25,8.910876338846248e-05
2012-06-26,4.82428660562089e-05
2012-06-27,2.5918428063274583e-05
2012-06-28,9.368011427006684e-05
2012-06-29,6.459610933178003e-05
2012-07-02,2.8515693853845135e-05
2012-07-03,1.9858751636079222e-05
2012-07-05,2.3565106010581216e-05
2012-07-06,6.643869910954119e-05
2012-07-09,1.7495853689821123e-05
2012-07-10,0.0001473876522580847
2012-07-11,3.849488595610342e-05
2012-07-12,6.172327195606741e-05
2012-07-13,4.1598948045195805e-05
2012-07-16,1.919468743496696e-05
2012-07-17,9.119757260468951e-05
2012-07-18,5.361364117261304e-05
2012-07-19,1.975762182233118e-05
2012-07-20,1.5176915490239964e-05
2012-07-23,0.00013915064204942566
2012-07-24,0.00010641486693174247
2012-07-25,4.3471532506505834e-05
2012-07-26,6.943044909611615e-05
2012-07-27,8.702732552870075e-05
2012-07-30,2.7885329035742786e-05
2012-07-31,9.52711775134897e-06
2012-08-01,3.260239099526736e-05
2012-08-02,9.145878567178511e-05
2012-08-03,8.3825660505112e-05
2012-08-06,1.6922744456485737e-05
2012-08-07,3.158562052058899e-05
2012-08-08,1.617165730728565e-05
2012-08-09,1.2939747631726184e-05
2012-08-10,2.5228362851656778e-05
2012-08-13,1.800032517807429e-05
2012-08-14,2.247786595814068e-05
2012-08-15,8.293320955117777e-06
2012-08-16,2.518680817675418e-05
2012-08-17,3.030413133443913e-06
2012-08-20,9.003387911313024e-06
2012-08-21,5.74266627565973e-05
2012-08-22,2.186343693906978e-05
2012-08-23,1.7243466070174026e-05
2012-08-24,4.38509590334031e-05
2012-08-27,1.2396513400086813e-05
2012-08-28,1.601385800385418e-05
2012-08-29,1.3426594495624439e-05
2012-08-30,2.136362030641066e-05
2012-08-31,4.218502641820011e-05
2012-09-04,4.079676095194018e-05
2012-09-05,1.4035280071627421e-05
2012-09-06,4.555398289182922e-05
2012-09-07,3.8584805739478054e-06
2012-09-10,8.475918855032657e-06
2012-09-11,1.4422708841506347e-05
2012-09-12,7.511779933746666e-06
2012-09-13,9.110610949211643e-05
2012-09-14,4.256191543855409e-05
2012-09-17,1.2052422727392288e-05
2012-09-18,6.066223160839538e-06
2012-09-19,1.193664850804091e-05
2012-09-20,2.975403763030165e-05
2012-09-21,1.3339350923924517e-05
2012-09-24,1.618230818742526e-05
2012-09-25,6.776613891899577e-05
2012-09-26,1.68937955264891e-05
2012-09-27,3.2798373150766485e-05
2012-09-28,2.426315769026575e-05
2012-10-01,6.041416320559721e-05
2012-10-02,3.7355606070293904e-05
2012-10-03,3.163751710994147e-05
2012-10-04,1.4851380151079839e-05
2012-10-05,4.614747993581555e-05
2012-10-08,9.808454787048619e-06
2012-10-09,1.3359010702643292e-05
2012-10-10,1.9309963066319395e-05
2012-10-11,2.9670417377745828e-05
2012-10-12,3.7168573095427736e-05
2012-10-15,2.380440989618805e-05
2012-10-16,1.5755824120347174e-05
2012-10-17,1.02897720189873e-05
2012-10-18,2.81496315838647e-05
2012-10-19,7.345919259081973e-05
2012-10-22,4.391064710786859e-05
2012-10-23,8.86624637451028e-05
2012-10-24,3.805772368405844e-05
2012-10-25,6.191601281263257e-05
2012-10-26,4.7746723021944595e-05
2012-10-31,4.086759852954669e-05
2012-11-01,1.9268909504221304e-05
2012-11-02,7.826343857485955e-05
2012-11-05,3.261997936534445e-05
2012-11-06,4.031845551168092e-05
2012-11-07,0.00018532754412326004
2012-11-08,8.748967269362806e-05
2012-11-09,8.714750374668413e-05
2012-11-12,1.5457162673508156e-05
2012-11-13,7.350313107489567e-05
2012-11-14,0.00012845781355162278
2012-11-15,4.21604082275413e-05
2012-11-16,8.643219898418615e-05
2012-11-19,4.3981990129611206e-05
2012-11-20,4.214149029661055e-05
2012-11-21,4.022173818900453e-06
2012-11-23,1.9137720724836775e-05
2012-11-26,3.180405834101378e-05
2012-11-27,1.9993428059205313e-05
2012-11-28,0.00013400671516750238
2012-11-29,2.1459926688332318e-05
2012-11-30,1.3038970039394192e-05
2012-12-03,4.8980144943705586e-05
2012-12-04,2.157031883675153e-05
2012-12-05,7.489924736424175e-05
2012-12-06,1.2234869975832617e-05
2012-12-07,1.896380201325177e-05
2012-12-10,8.89968721050435e-06
2012-12-11,4.426914378132819e-05
2012-12-12,3.4013900079358845e-05
2012-12-13,4.266701357828853e-05
2012-12-14,7.663076066681131e-06
2012-12-17,1.849745517889737e-05
2012-12-18,2.4465886952714735e-05
2012-12-19,1.1929818896977176e-05
2012-12-20,1.7041215845227567e-05
2012-12-21,7.408696001016205e-05
2012-12-24,5.09036200076697e-06
2012-12-26,3.277423492511274e-05
2012-12-27,0.00010997883734180257
2012-12-28,2.095976652617596e-05
2012-12-31,9.642460315997055e-05
2013-01-02,7.172818977240158e-05
2013-01-03,2.147614964385569e-05
2013-01-04,9.601356320984537e-06
2013-01-07,1.8930449200936457e-05
2013-01-08,2.0679516258811626e-05
2013-01-09,1.0742304678909533e-05
2013-01-10,7.446796030538506e-06
2013-01-11,6.182526179107615e-06
2013-01-14,9.039285173732848e-06
2013-01-15,2.0647893069857684e-05
2013-01-16,9.333455516399916e-06
2013-01-17,2.3661028894672532e-05
2013-01-18,1.9139631023773742e-05
2013-01-22,2.185201169900247e-05
2013-01-23,7.829424922869844e-06
2013-01-24,3.666844971658016e-05
2013-01-25,4.457469230809186e-06
2013-01-28,9.259216620976193e-06
2013-01-29,1.801613526734495e-05
2013-01-30,1.54325145040113e-05
